ac_number,constituency,sl_no,candidate_name,party,symbol,symbol_image_url,father_husband,age,sex,address,category
186,Sivaganga,13,SANTHANAM,Independent,Gas cylinder,,,,,,
186,Sivaganga,14,NAGAPRABU,Independent,Box,,,,,,
186,Sivaganga,15,PAULSAMY,Independent,Bat,,,,,,
186,Sivaganga,16,PRABAKARAN S.T,Independent,Matchbox,,,,,,
186,Sivaganga,17,RAMESH K,Independent,Bucket,,,,,,
187,Manamadurai,1,SHANMUGAPRIYA.M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
187,Manamadurai,2,TAMILARASI.A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
187,Manamadurai,3,BALAGANAPATHY.V,Bharatiya Janata Party,Lotus,,,,,,
187,Manamadurai,4,ARUNPANDIAN.A,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
187,Manamadurai,5,ARUMUGAM.V,Republican Party of India,Ganna kisan,,,,,,
187,Manamadurai,6,ELANGOVAN.D,Tamilaga Vettri Kazhagam,Whistle,,,,,,
187,Manamadurai,7,THILAGARAJ.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
187,Manamadurai,8,RAJAMANIKKAM.A,Puthiya Tamilagam,Gas cylinder,,,,,,
187,Manamadurai,9,KARUPPUSAMI.V,Independent,Television,,,,,,
187,Manamadurai,10,SHANKARGANESAN.S,Independent,Ship,,,,,,
187,Manamadurai,11,SATHISH.T,Independent,Telephone,,,,,,
187,Manamadurai,12,BHARATHIDASAN.S,Independent,Peas,,,,,,
187,Manamadurai,13,RAJU.J.M,Independent,Calculator,,,,,,
187,Manamadurai,14,VEERAPANDI.V,Independent,Flute,,,,,,
188,Melur,1,KOTTAIKUMAR,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
188,Melur,2,P.PERIYAPULLAN (A) SELVAM,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
188,Melur,3,P.VISWANATHAN,Indian National Congress,Hand,,,,,,
188,Melur,4,SONIAGANDHI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
188,Melur,5,M.PANNEERSELVAM,Puthiya Tamilagam,Gas cylinder,,,,,,
188,Melur,6,A.MADURAIVEERAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
188,Melur,7,K.MEYYAR,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars,,,,,,
188,Melur,8,K.SETHURAMAN,Independent,Water tank,,,,,,
188,Melur,9,S.BOOPATHI,Independent,Well,,,,,,
188,Melur,10,K.MANIKANDAPRABU,Independent,Truck,,,,,,
188,Melur,11,M.MURUGAN,Independent,Computer,,,,,,
188,Melur,12,C.MOHANRAM,Independent,Carrom board,,,,,,
188,Melur,13,C.RAMESH,Independent,CCTV Camera,,,,,,
189,Madurai East,1,SELVAM K,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
189,Madurai East,2,MAHENDRAN K,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
189,Madurai East,3,MOORTHY P,Dravida Munnetra Kazhagam,Rising sun,,,,,,
189,Madurai East,4,KARTHIKEYAN S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
189,Madurai East,5,BHARATHIRAJA A,Puthiya Tamilagam,Gas cylinder,,,,,,
189,Madurai East,6,PRINCE S,Republican Party of India (Athawale),Ganna kisan,,,,,,
189,Madurai East,7,BOOMIRAJAN K,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
189,Madurai East,8,ARASU S,Independent,CCTV Camera,,,,,,
189,Madurai East,9,ARUN PANDIAN A J,Independent,Television,,,,,,
189,Madurai East,10,AJAY KANNAN A,Independent,Frying pan,,,,,,
189,Madurai East,11,KARTHIKEYAN G,Independent,Tea filter,,,,,,
189,Madurai East,12,CHANDRA MOULISWARAN A,Independent,Dumbbells,,,,,,
189,Madurai East,13,PITCHAI V,Independent,Electric pole,,,,,,
189,Madurai East,14,MUGESHKUMAR M,Independent,Diamond,,,,,,
189,Madurai East,15,VELLADURAI A,Independent,Jackfruit,,,,,,
190,Sholavandan,1,NAGALAKSHMI THIRUMARAN.T,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
190,Sholavandan,2,MANICKAM.K,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
190,Sholavandan,3,VENKATESAN.A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
190,Sholavandan,4,KARUPPAIAH.M.V,Tamilaga Vettri Kazhagam,Whistle,,,,,,
190,Sholavandan,5,THANGAPANDI.P,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
190,Sholavandan,6,BALAMURUGAN.K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
190,Sholavandan,7,RAGHU.K,Puthiya Tamilagam,Gas cylinder,,,,,,
190,Sholavandan,8,RAMADOSS.C,Indhu Dravida Makkal Katchi,Well,,,,,,
190,Sholavandan,9,AJAY SUBASH.B,Independent,Air conditioner,,,,,,
190,Sholavandan,10,KRISHNASAMY.P,Independent,Almirah,,,,,,
190,Sholavandan,11,GUNASEKARAN.P,Independent,Bat,,,,,,
190,Sholavandan,12,BALAMURUGAN.C,Independent,Baby walker,,,,,,
190,Sholavandan,13,BALAMURUGAN.R,Independent,Balloon,,,,,,
190,Sholavandan,14,RANJITH KUMAR.S,Independent,Television,,,,,,
191,Madurai North,1,P.SARAVANAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
191,Madurai North,2,G.THALAPATHI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
191,Madurai North,3,V THIRUNAVUKKARASU,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
191,Madurai North,4,A.KALLANAI,Tamilaga Vettri Kazhagam,Whistle,,,,,,
191,Madurai North,5,R RAJKUMAR,Naam Indiar Party,Spanner,,,,,,
191,Madurai North,6,M J VOLTAIRE,Socialist Unity Centre Of India (COMMUNIST),Gas cylinder,,,,,,
191,Madurai North,7,N.KUPPUSAMY,Independent,Electric pole,,,,,,
191,Madurai North,8,J.KESAVARAJAH,Independent,Tooth brush,,,,,,
191,Madurai North,9,M.P.SANKARAPANDI,Independent,Matchbox,,,,,,
191,Madurai North,10,C.SATHISHKUMAR,Independent,Stethoscope,,,,,,
191,Madurai North,11,D.MOHAMED ISMAIL,Independent,Pen drive,,,,,,
191,Madurai North,12,P MUTHUSAMY,Independent,Mike,,,,,,
191,Madurai North,13,A.RAJANGAM,Independent,Baby walker,,,,,,
192,Madurai South,1,RAAMA SREENIVASAN,Bharatiya Janata Party,Lotus,,,,,,
192,Madurai South,2,B.M.SUMATHY,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
192,Madurai South,3,M.BOOMINATHAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
192,Madurai South,4,S.IRUTHYARAJ,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
192,Madurai South,5,M.M.GOPISON,Tamilaga Vettri Kazhagam,Whistle,,,,,,
192,Madurai South,6,K.JEYA,Independent,Electric pole,,,,,,
193,Madurai Central,1,ABDUL HAKEEM  K,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
193,Madurai Central,2,SUNDAR  C,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
193,Madurai Central,3,PALANIVEL THIAGA RAJAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
193,Madurai Central,4,RAMAR PANDI  T,Bahujan Samaj Party,Elephant,,,,,,
193,Madurai Central,5,SAKKARAVARTHY P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
193,Madurai Central,6,MADHAR BADHURUDEEN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
193,Madurai Central,7,AVADAINATHAN  V,Independent,Balloon,,,,,,
193,Madurai Central,8,GURU KARTHICK T,Independent,Flute,,,,,,
193,Madurai Central,9,SALEEM,Independent,Ring,,,,,,
193,Madurai Central,10,SIVAPERUMAL V,Independent,Mike,,,,,,
193,Madurai Central,11,MANIVANNAN,Independent,Gas cylinder,,,,,,
193,Madurai Central,12,RAJENDRAN R,Independent,Battery Torch,,,,,,
194,Madurai West,1,SELLUR K RAJU,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
194,Madurai West,2,BALAJI R,Dravida Munnetra Kazhagam,Rising sun,,,,,,
194,Madurai West,3,VIGNESHKUMAR S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
194,Madurai West,4,THANGAPANDI SR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
194,Madurai West,5,MADURAI VEERAN S,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
194,Madurai West,6,MUTHUPANDI R,Vishwa Tamil Kazhagam,Ring,,,,,,
194,Madurai West,7,ANANDH K,Independent,Flute,,,,,,
194,Madurai West,8,THARMA PRABU V S,Independent,Diamond,,,,,,
194,Madurai West,9,MANOJ KUMAR R,Independent,Diesel pump,,,,,,
194,Madurai West,10,MUTHUKUMAR S,Independent,Binoculars,,,,,,
194,Madurai West,11,MUTHUKUMAR D,Independent,Clip,,,,,,
194,Madurai West,12,RAHAMADULLAH S,Independent,Green chilli,,,,,,
194,Madurai West,13,RAJKUMAR S,Independent,Coconut farm,,,,,,
194,Madurai West,14,VENKATESAN M,Independent,Balloon,,,,,,
195,Thiruparankundram,1,KIRUTHIGA THANGAPANDI,Dravida Munnetra Kazhagam,Rising sun,,,,,,
195,Thiruparankundram,2,SATHYADEVI. T.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
195,Thiruparankundram,3,RAJANCHELLAPPA. V.V.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
195,Thiruparankundram,4,CHELLADURAI. R,Naam Indiar Party,Spanner,,,,,,
195,Thiruparankundram,5,SETHURAMAN. A.,Puthiya Tamilagam,Gas cylinder,,,,,,
195,Thiruparankundram,6,SYED IBRAHIM. M.,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
195,Thiruparankundram,7,THANAPANDIAN. T.,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
195,Thiruparankundram,8,NIRMALKUMAR. R.,Tamilaga Vettri Kazhagam,Whistle,,,,,,
195,Thiruparankundram,9,MOOKKAYEE. C.,Ezhuchi Tamilargal Munnetra Kazhagam,Jackfruit,,,,,,
195,Thiruparankundram,10,RENGANATHAN DORAISAMY,Rashtriya Samaj Dal (R),Ring,,,,,,
195,Thiruparankundram,11,ARUMUGAM. G.,Independent,Bat,,,,,,
195,Thiruparankundram,12,UKKRA PANDIAN. S.,Independent,Matchbox,,,,,,
195,Thiruparankundram,13,POUNRAJ. N.,Independent,Calculator,,,,,,
195,Thiruparankundram,14,RAJ. P.,Independent,Tooth brush,,,,,,
195,Thiruparankundram,15,VALLARASAN. K.,Independent,Air conditioner,,,,,,
196,Thirumangalam,1,UDHAYAKUMAR.R.B,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
196,Thirumangalam,2,MANIMARAN.M,Dravida Munnetra Kazhagam,Rising sun,,,,,,
196,Thirumangalam,3,MUNISH.N,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
196,Thirumangalam,4,ALAGAR.A,Ezhuchi Tamilargal Munnetra Kazhagam,Jackfruit,,,,,,
196,Thirumangalam,5,KALAISELVI.R,Ahila India Dhayaga Makkal Munnetra Katchi,Ring,,,,,,
196,Thirumangalam,6,SATHISHKUMAR.N,Tamilaga Vettri Kazhagam,Whistle,,,,,,
196,Thirumangalam,7,JEEVITHA NACHIYAR.B,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
196,Thirumangalam,8,AYYANAN.P,Independent,Matchbox,,,,,,
196,Thirumangalam,9,GIRISHKUMAR.A,Independent,Almirah,,,,,,
196,Thirumangalam,10,SAKKARAVARTHY.P,Independent,Water melon,,,,,,
196,Thirumangalam,11,NAGOOR.M,Independent,Pencil box,,,,,,
196,Thirumangalam,12,BHARATH.M,Independent,Mike,,,,,,
196,Thirumangalam,13,MUTHURAJA.M,Independent,Calculator,,,,,,
196,Thirumangalam,14,MURUGAN.S,Independent,Gas cylinder,,,,,,
196,Thirumangalam,15,VENGATESWARAN.B,Independent,Cot,,,,,,
197,Usilampatti,1,ABIRAMI. D,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
197,Usilampatti,2,SARAVANAKUMAR. T,Indian National Congress,Hand,,,,,,
197,Usilampatti,3,MAHENDRAN. I,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
197,Usilampatti,4,VELLAIPANDI. V,Bahujan Samaj Party,Elephant,,,,,,
197,Usilampatti,5,AYYAPPAN. P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
197,Usilampatti,6,VIJAY. M,Tamilaga Vettri Kazhagam,Whistle,,,,,,
197,Usilampatti,7,KIRANYA. S,Independent,Ship,,,,,,
197,Usilampatti,8,DHANASEKARAN. T,Independent,Throwing a javelin,,,,,,
197,Usilampatti,9,THIAGARAJAN. O. V,Independent,Mike,,,,,,
197,Usilampatti,10,THIRUMOORTHY. A,Independent,Lady finger,,,,,,
197,Usilampatti,11,PRAVEENA. S,Independent,Diamond,,,,,,
197,Usilampatti,12,MUTHU. N,Independent,Water melon,,,,,,
198,Andipatti,1,ESAKKIAMMAL.M,Bahujan Samaj Party,Elephant,,,,,,
198,Andipatti,2,GOMATHI .M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
198,Andipatti,3,MAHARAJAN.A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
198,Andipatti,4,LOGIRAJAN.A,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
198,Andipatti,5,IRUMBORAI.G,Communist Party of India (Marxist-Leninist) Red Star,Truck,,,,,,
198,Andipatti,6,ELAYARAJA.M,Puthiya Tamilagam,Gas cylinder,,,,,,
198,Andipatti,7,CHELLAPANDIYAN.S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
198,Andipatti,8,PANDI.V,Tamilaga Vettri Kazhagam,Whistle,,,,,,
198,Andipatti,9,MOHAMMED RUKMAN.M,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
198,Andipatti,10,JEYAMURUGAN.M.P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
198,Andipatti,11,KARUPPAIYA,Independent,Dumbbells,,,,,,
198,Andipatti,12,GOPAL.S,Independent,Diamond,,,,,,
198,Andipatti,13,GOPINATH.P,Independent,Baby walker,,,,,,
198,Andipatti,14,NEELAKANNAN.T,Independent,Ship,,,,,,
198,Andipatti,15,PACKIARAJ.S,Independent,Matchbox,,,,,,
198,Andipatti,16,PANDIDURAI.P,Independent,Cauliflower,,,,,,
198,Andipatti,17,VIJAYARAJ.R,Independent,Brief case,,,,,,
198,Andipatti,18,JAGADEESAN.P,Independent,Binoculars,,,,,,
199,Periyakulam,1,SAKTHIVEL P.,Viduthalai Chiruthaigal Katchi,Pot,,,,,,
199,Periyakulam,2,VIMALA R.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
199,Periyakulam,3,DR KATHIRKAMU K.,Amma Makkal Munnettra Kazagam,Pressure cooker,,,,,,
199,Periyakulam,4,SABARI IYNGARAN G.,Tamilaga Vettri Kazhagam,Whistle,,,,,,
199,Periyakulam,5,MARISAMY V.,Puthiya Tamilagam,Gas cylinder,,,,,,
199,Periyakulam,6,RANJEETH KUMAR J.,Socialist Unity Centre Of India (COMMUNIST),Scissors,,,,,,
199,Periyakulam,7,ABITHA M.,Independent,Kettle,,,,,,
199,Periyakulam,8,KUMAR S.,Independent,Frying pan,,,,,,
199,Periyakulam,9,SANMUGAVEL K.,Independent,Pan,,,,,,
199,Periyakulam,10,SELVARAJ R.,Independent,Funnel,,,,,,
199,Periyakulam,11,PALANICHAMY T.,Independent,Tea filter,,,,,,
199,Periyakulam,12,DR. MOHANRAJ A.C. (P.T),Independent,Batsman,,,,,,
199,Periyakulam,13,VAIRAMUTHU D.,Independent,Mixee,,,,,,
200,Bodinayakanur,1,KALAIARASU.S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
200,Bodinayakanur,2,NARAYANASAMY V.T.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
200,Bodinayakanur,3,PANNEERSELVAM.O,Dravida Munnetra Kazhagam,Rising sun,,,,,,
200,Bodinayakanur,4,PADMANABHAN.N,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
200,Bodinayakanur,5,DR.PANDIKUMAR.S,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars,,,,,,
200,Bodinayakanur,6,PRAKASH.S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
200,Bodinayakanur,7,RAJA.M,Vishwa Tamil Kazhagam,Ring,,,,,,
200,Bodinayakanur,8,KARUPPAIAH.G,Independent,Gas cylinder,,,,,,
200,Bodinayakanur,9,GOWTHAM.R,Independent,Jackfruit,,,,,,
200,Bodinayakanur,10,CHANDRASEKARAN.S,Independent,Ship,,,,,,
200,Bodinayakanur,11,SARAVANAKUMAR.V,Independent,Mike,,,,,,
200,Bodinayakanur,12,SELVAMURUGAN.P,Independent,Tea filter,,,,,,
200,Bodinayakanur,13,NAGANANTHINI.V,Independent,Diamond,,,,,,
200,Bodinayakanur,14,BALASUBRAMANI.R,Independent,Bat,,,,,,
200,Bodinayakanur,15,VELRAJ.K,Independent,Nail cutter,,,,,,
201,Cumbum,1,ANBUSELVI A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
201,Cumbum,2,ERAMAKRISHNAN N,Dravida Munnetra Kazhagam,Rising sun,,,,,,
201,Cumbum,3,JAKKAIYAN S.T.K.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
201,Cumbum,4,KATHIRAVAN S,New Generation People's Party,Gas cylinder,,,,,,
201,Cumbum,5,MUTHU BAGAVATHI M.,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
201,Cumbum,6,JEGANATHMISHRA PLA,Tamilaga Vettri Kazhagam,Whistle,,,,,,
201,Cumbum,7,ASHOK KUMAR A,Independent,Bucket,,,,,,
201,Cumbum,8,ARUNKUMAR A,Independent,Clip,,,,,,
201,Cumbum,9,SARAVANAN S.R.,Independent,Lady finger,,,,,,
201,Cumbum,10,SUBRAMANIYAM L R,Independent,Electric pole,,,,,,
201,Cumbum,11,THASTHAKEER I,Independent,Coconut farm,,,,,,
201,Cumbum,12,NANTHAKUMAR A.,Independent,Football player,,,,,,
201,Cumbum,13,BALAN R,Independent,Ship,,,,,,
201,Cumbum,14,PRAKASH P.,Independent,Diamond,,,,,,
201,Cumbum,15,PRAKASH P.,Independent,Bat,,,,,,
201,Cumbum,16,MUTHUSELVAM G.,Independent,Frying pan,,,,,,
201,Cumbum,17,RAJADURAI S,Independent,Box,,,,,,
201,Cumbum,18,RAJAMOHAMMED T,Independent,Hand cart,,,,,,
201,Cumbum,19,VINOTH KUMAR R,Independent,Almirah,,,,,,
202,Rajapalayam,1,DR. KARTHIKEYAN. T.E.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
202,Rajapalayam,2,THANGAPANDIAN. S,Dravida Munnetra Kazhagam,Rising sun,,,,,,
202,Rajapalayam,3,PRISCILLA PANDIAN. J,Bharatiya Janata Party,Lotus,,,,,,
202,Rajapalayam,4,NASRIN BANU. T,Republican Party of India (Athawale),Ganna kisan,,,,,,
202,Rajapalayam,5,RAMADEVI. T,Puthiya Tamilagam,Gas cylinder,,,,,,
202,Rajapalayam,6,JEGADESHWARI. K,Tamilaga Vettri Kazhagam,Whistle,,,,,,
202,Rajapalayam,7,HARISH. A,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
202,Rajapalayam,8,ALAGUPANDIAN. A,Independent,Bricks,,,,,,
202,Rajapalayam,9,ALAGUMURUGAN. S,Independent,Diamond,,,,,,
202,Rajapalayam,10,GANESAN. K,Independent,Electric pole,,,,,,
202,Rajapalayam,11,SHANMUGACHANDRA VELAVAN. C.C,Independent,Razor,,,,,,
202,Rajapalayam,12,SARAVANAN. G,Independent,Tiller,,,,,,
202,Rajapalayam,13,SAMUEL RAJ,Independent,Television,,,,,,
202,Rajapalayam,14,SELVAKUMAR. A,Independent,Jackfruit,,,,,,
202,Rajapalayam,15,SELVI. K,Independent,Matchbox,,,,,,
202,Rajapalayam,16,THANGAPANDI. B,Independent,Helmet,,,,,,
202,Rajapalayam,17,BALAMURUGAN. V,Independent,Balloon,,,,,,
202,Rajapalayam,18,MANMATHAN. M,Independent,Batsman,,,,,,
202,Rajapalayam,19,MUTHULAKSHMI. R,Independent,Tube light,,,,,,
202,Rajapalayam,20,MURUGAN. D,Independent,Lunch box,,,,,,
202,Rajapalayam,21,VIJENDRAN. G,Independent,Ring,,,,,,
202,Rajapalayam,22,JEGATHISHWARI. N,Independent,Pressure cooker,,,,,,
203,Srivilliputhur,1,KARIKALAPANDIYAN.A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
203,Srivilliputhur,2,CHANDRAPRABHA.M,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
203,Srivilliputhur,3,MAHALINGAM.P,Communist Party of India,Ears of corn and sickle,,,,,,
203,Srivilliputhur,4,KARTHIK.A,Tamilaga Vettri Kazhagam,Whistle,,,,,,
203,Srivilliputhur,5,CHANDRA.M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
203,Srivilliputhur,6,VARATHARAJAN.A,Naam Indiar Party,Spanner,,,,,,
203,Srivilliputhur,7,DR. SHYAM KRISHNASAMY,Puthiya Tamilagam,Gas cylinder,,,,,,
203,Srivilliputhur,8,ALAGURAJA T,Independent,Boat with man and sail,,,,,,
203,Srivilliputhur,9,SUDANDIRADOSS.M,Independent,Air conditioner,,,,,,
203,Srivilliputhur,10,SURYAPRAKASH.R,Independent,Television,,,,,,
203,Srivilliputhur,11,DEVIALAKSHMI SARANYA.K,Independent,Peas,,,,,,
203,Srivilliputhur,12,PANDIYAMMAL.M,Independent,Ring,,,,,,
203,Srivilliputhur,13,MUTHURAJ.U,Independent,Stethoscope,,,,,,
203,Srivilliputhur,14,MURUGESAN.S,Independent,Mike,,,,,,
204,Sattur,1,ANANDHARAJA. D.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
204,Sattur,2,KADARKARAIRAJ. A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
204,Sattur,3,KAMALA VEL SELVAN. P,Bahujan Samaj Party,Elephant,,,,,,
204,Sattur,4,NAINAR NAGENTHRAN,Bharatiya Janata Party,Lotus,,,,,,
204,Sattur,5,AJITH. M,Tamilaga Vettri Kazhagam,Whistle,,,,,,
204,Sattur,6,ESAKKIRAJA. K,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
204,Sattur,7,THANGA DURAI. P,Puthiya Makkal Tamil Desam Katchi,Baby walker,,,,,,
204,Sattur,8,MUTHUKANNU. C,Tamilaga Makkal Nala Katchi,Electric pole,,,,,,
204,Sattur,9,VELMURUGAN. S,Puthiya Tamilagam,Gas cylinder,,,,,,
204,Sattur,10,AJITHKUMAR. S,Independent,Ring,,,,,,
204,Sattur,11,KALIRAJ. M,Independent,Bat,,,,,,
204,Sattur,12,SARAVANAN. P,Independent,Ship,,,,,,
204,Sattur,13,THANGA MARIAPPAN. J,Independent,Mike,,,,,,
204,Sattur,14,NARMADA NANDHAKUMAR,Independent,Belt,,,,,,
204,Sattur,15,MAHENDRAN. M,Independent,Spanner,,,,,,
204,Sattur,16,MAHESHKUMAR. M,Independent,Matchbox,,,,,,
204,Sattur,17,MANIVASAGAM.S,Independent,Diamond,,,,,,
204,Sattur,18,MAYAKKANNAN. V,Independent,Gas Stove,,,,,,
204,Sattur,19,MUTHARASAN. M,Independent,Battery Torch,,,,,,
204,Sattur,20,RAMESH KUMAR. B,Independent,Jackfruit,,,,,,
204,Sattur,21,VIJENDRAN. G,Independent,Sewing machine,,,,,,
204,Sattur,22,VENKATESAN. M,Independent,Telephone,,,,,,
205,Sivakasi,1,ASHOKAN G,Indian National Congress,Hand,,,,,,
205,Sivakasi,2,ESTHER MARY DIANA A,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
205,Sivakasi,3,SURESH K,Bahujan Samaj Party,Elephant,,,,,,
205,Sivakasi,4,RAJENTHRABHALAJI K T,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
205,Sivakasi,5,GANESAN M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
205,Sivakasi,6,KANIPANDI M,Puthiya Tamilagam,Gas cylinder,,,,,,
205,Sivakasi,7,KEERTHANA S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
205,Sivakasi,8,CHINNADURAI ALIAS DIMITRO S,Communist Party of India (Marxist-Leninist) (Liberation),Flag with three stars,,,,,,
205,Sivakasi,9,GANESAN S,Independent,Matchbox,,,,,,
205,Sivakasi,10,GANESAN V,Independent,Gift pack,,,,,,
205,Sivakasi,11,NAGALAKSHMI V,Independent,Pen drive,,,,,,
205,Sivakasi,12,MURUGAN M,Independent,Bucket,,,,,,
205,Sivakasi,13,RAMESH P,Independent,Pressure cooker,,,,,,
205,Sivakasi,14,VENKATESH V,Independent,Camera,,,,,,
206,Virudhunagar,1,GANESAN V.G.,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
206,Virudhunagar,2,LAKSHMANAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
206,Virudhunagar,3,VIJAYAPRABHAKAR,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
206,Virudhunagar,4,SELVAM P,Tamilaga Vettri Kazhagam,Whistle,,,,,,
206,Virudhunagar,5,BALASUBRAMANIAM M,Puthiya Tamilagam,Gas cylinder,,,,,,
206,Virudhunagar,6,RATHINARAJA S,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,Battery Torch,,,,,,
206,Virudhunagar,7,VIKRAMAN N,Desa Makkal Munnetrak Kazhagam,Mike,,,,,,
206,Virudhunagar,8,AMIRTHA PANDI M.V,Independent,Throwing a javelin,,,,,,
206,Virudhunagar,9,AJAY I,Independent,Noodles bowl,,,,,,
206,Virudhunagar,10,GUNASUNDARAM R,Independent,Ring,,,,,,
206,Virudhunagar,11,GURUSAMY S,Independent,Diamond,,,,,,
206,Virudhunagar,12,SANTHOSH KUMAR R,Independent,Ship,,,,,,
206,Virudhunagar,13,SUBBURAJ K,Independent,Bat,,,,,,
206,Virudhunagar,14,MUTHUVEL S,Independent,Pressure cooker,,,,,,
206,Virudhunagar,15,RANJITH S,Independent,Electric pole,,,,,,
207,Aruppukkottai,1,RAMACHANDRAN. K.K.S.S.R,Dravida Munnetra Kazhagam,Rising sun,,,,,,
207,Aruppukkottai,2,SETHUPATHY. S,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
207,Aruppukkottai,3,MANIMARAN. G,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
207,Aruppukkottai,4,ELANGO. G,Ezhuchi Tamilargal Munnetra Kazhagam,Jackfruit,,,,,,
207,Aruppukkottai,5,GANESAN. V,Puthiya Makkal Tamil Desam Katchi,Baby walker,,,,,,
207,Aruppukkottai,6,KARTHIK KUMAR. K,Tamilaga Vettri Kazhagam,Whistle,,,,,,
207,Aruppukkottai,7,SANJAY GANDHI.  V,Desa Makkal Munnetrak Kazhagam,Mike,,,,,,
207,Aruppukkottai,8,DHARMARAJ. P,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
