ac_number,constituency,sl_no,candidate_name,party,symbol,symbol_image_url,father_husband,age,sex,address,category
1,Gummidipoondi,1,T.J.GOVINDARAJAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
1,Gummidipoondi,2,SUDHAKAR.V,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
1,Gummidipoondi,3,M.JAGADEESAN,Bahujan Samaj Party,Elephant,,,,,,
1,Gummidipoondi,4,R.SRIDAR. B.L.,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
1,Gummidipoondi,5,SDK SANKAR,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
1,Gummidipoondi,6,K. CHANDRA SEKAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
1,Gummidipoondi,7,S.VIJAYAKUMAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
1,Gummidipoondi,8,M.KUMARAN,Independent,Diamond,,,,,,
1,Gummidipoondi,9,GOPAL.K,Independent,Letter box,,,,,,
1,Gummidipoondi,10,T.GOVINDAN,Independent,Ship,,,,,,
1,Gummidipoondi,11,A.H. SIVA GANESH,Independent,Batsman,,,,,,
1,Gummidipoondi,12,D.SUDHAKAR,Independent,Peas,,,,,,
1,Gummidipoondi,13,V.SUDHAKAR,Independent,Water melon,,,,,,
1,Gummidipoondi,14,D.DINESH,Independent,Road roller,,,,,,
1,Gummidipoondi,15,G.RANJITH B.SC.L.L.B,Independent,Crane,,,,,,
2,Ponneri,1,DURAI CHANDRASEKAR,Indian National Congress,Hand,,,,,,
2,Ponneri,2,SANTHOSHKUMAR.J,Bahujan Samaj Party,Elephant,,,,,,
2,Ponneri,3,BALARAMAN.P,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
2,Ponneri,4,RAJATHI.M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
2,Ponneri,5,ASHOK PRIYADARSHAN,Desiya Makkal Sakthi Katchi,Football player,,,,,,
2,Ponneri,6,RAJA.S,Vanchit Bahujan Aaghadi,Gas cylinder,,,,,,
2,Ponneri,7,KOTTEESWARAN. K,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
2,Ponneri,8,MALATHI.S,Tamizhaga Murpokku Makkal Katchi,Matchbox,,,,,,
2,Ponneri,9,DR.RAVI.M.S,Tamilaga Vettri Kazhagam,Whistle,,,,,,
2,Ponneri,10,NAGAIYAN.G,Independent,Batsman,,,,,,
2,Ponneri,11,BARATHIRAJA.K,Independent,Brush,,,,,,
2,Ponneri,12,RAJASEKAR.J,Independent,Pen drive,,,,,,
2,Ponneri,13,VENKATESAN.S,Independent,Water melon,,,,,,
3,Tiruttani,1,G.HARI,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
3,Tiruttani,2,D.KRISHNAMURTHY,Desiya Murpokku Dravida Kazhagam,Nagara,,,,,,
3,Tiruttani,3,CHANDRAN .S.S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
3,Tiruttani,4,MUTHURAJ.G,Bahujan Samaj Party,Elephant,,,,,,
3,Tiruttani,5,M.SATHYA KUMAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
3,Tiruttani,6,BALAJI.A,Thakkam Katchi,Matchbox,,,,,,
3,Tiruttani,7,PAVENDHAN.Y.R,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
3,Tiruttani,8,KRISHNAMOORTHY.K,Independent,Diamond,,,,,,
3,Tiruttani,9,KRISHNAMOORTHY.D,Independent,Pestle and mortar,,,,,,
3,Tiruttani,10,KRISHNAMOORTHY.M,Independent,Noodles bowl,,,,,,
3,Tiruttani,11,SHETTU.S,Independent,Gas cylinder,,,,,,
3,Tiruttani,12,DR.A.V.NARENDRAN,Independent,Bangles,,,,,,
3,Tiruttani,13,JAMBU.B,Independent,Bucket,,,,,,
4,Thiruvallur,1,V.G. RAAJENDRAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
4,Thiruvallur,2,K. SENTHILKUMAR,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
4,Thiruvallur,3,BE  VEE RAMANAH,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
4,Thiruvallur,4,B. RAJESH KUMAR,Bahujan Samaj Party,Elephant,,,,,,
4,Thiruvallur,5,DR. T. ARUNKUMAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
4,Thiruvallur,6,E. MANI,Republican Party of India (Athawale),Ganna kisan,,,,,,
4,Thiruvallur,7,E. RAJARATHINAM,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
4,Thiruvallur,8,N. VENKATESAN,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Gas cylinder,,,,,,
4,Thiruvallur,9,E.KOTHANDAN,Independent,Rubber stamp,,,,,,
4,Thiruvallur,10,N. NAGENDRABABU,Independent,Cot,,,,,,
4,Thiruvallur,11,N. BALAKRISHNAN,Independent,Diamond,,,,,,
4,Thiruvallur,12,R. RAMANAN,Independent,Can,,,,,,
4,Thiruvallur,13,G. RAJENDIRAN,Independent,Water tank,,,,,,
4,Thiruvallur,14,S. RAJENDRAN,Independent,Plate stand,,,,,,
5,Poonamallee,1,KRISHNASWAMY.A,Dravida Munnetra Kazhagam,Rising sun,,,,,,
5,Poonamallee,2,MEKALA.J,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
5,Poonamallee,3,RAJASEKARAN.K,Bahujan Samaj Party,Elephant,,,,,,
5,Poonamallee,4,ELUMALAI.T.A,Amma Makkal Munnettra Kazagam,Pressure cooker,,,,,,
5,Poonamallee,5,PRAKASAM.R,Tamilaga Vettri Kazhagam,Whistle,,,,,,
5,Poonamallee,6,SIVAKUMAR.S,Independent,Belt,,,,,,
5,Poonamallee,7,DHASARATHAN.R,Independent,Box,,,,,,
5,Poonamallee,8,PURUSHOTHAMAN.B,Independent,Saw,,,,,,
5,Poonamallee,9,RAVIKUMAR.M,Independent,Diamond,,,,,,
5,Poonamallee,10,VELU.S,Independent,Batsman,,,,,,
5,Poonamallee,11,DR.JAYANTHI.R,Independent,Swing,,,,,,
6,Avadi,1,S. CHARLES,Bahujan Samaj Party,Elephant,,,,,,
6,Avadi,2,S.M.NASAR,Dravida Munnetra Kazhagam,Rising sun,,,,,,
6,Avadi,3,PUNITHA SHANMUGAM,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
6,Avadi,4,RAJASIMHA MAHENDRA,Bharatiya Janata Party,Lotus,,,,,,
6,Avadi,5,R.Edmund Jayendren,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
6,Avadi,6,C.S. Karnan,Anti Corruption Dynamic Party,Truck,,,,,,
6,Avadi,7,SENTHILKUMAR. S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Jackfruit,,,,,,
6,Avadi,8,R. BAKTHAVATCHALAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
6,Avadi,9,R.RAMESH KUMAR,Tamilaga Vettri Kazhagam,Whistle,,,,,,
6,Avadi,10,P.JAYAKUMAR,Samaniya Makkal Nala Katchi,Walking stick,,,,,,
6,Avadi,11,K. ANNAMALAI,Independent,Refrigerator,,,,,,
6,Avadi,12,G.D. ARUNKUMAR,Independent,Gramophone,,,,,,
6,Avadi,13,M. ERAJASIMMAN,Independent,Cauliflower,,,,,,
6,Avadi,14,R. KUMAR,Independent,Pen nib with seven rays,,,,,,
6,Avadi,15,S. SENTHILKUMAR,Independent,Fountain,,,,,,
6,Avadi,16,P. CHELLAPANDIAN,Independent,Gas cylinder,,,,,,
6,Avadi,17,K. BALAKRISHNAN,Independent,Lady finger,,,,,,
6,Avadi,18,R. MANIKANDAN,Independent,Envelope,,,,,,
6,Avadi,19,UNIESH RAJ. M,Independent,Scissors,,,,,,
6,Avadi,20,RAJASEKAR. R,Independent,Brush,,,,,,
7,Maduravoyal,1,GANAPATHY. K,Dravida Munnetra Kazhagam,Rising sun,,,,,,
7,Maduravoyal,2,P. BENJAMIN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
7,Maduravoyal,3,REVATHI L,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
7,Maduravoyal,4,AGNI SELVARAJU. J,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
7,Maduravoyal,5,MUTHURAMAN. S,Anna MGR Dravida Makkal Kalgam,Pan,,,,,,
7,Maduravoyal,6,MURALI. S,Naam Indiar Party,Spanner,,,,,,
7,Maduravoyal,7,RHEVANTH CHARAN,Tamilaga Vettri Kazhagam,Whistle,,,,,,
7,Maduravoyal,8,K. VENKATESAN,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
7,Maduravoyal,9,J. VENKATESAN,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
7,Maduravoyal,10,D. ANANDAN,Independent,Bead necklace,,,,,,
7,Maduravoyal,11,K. GANAPATHY,Independent,Diamond,,,,,,
7,Maduravoyal,12,V. KAMALA KANNAN,Independent,CCTV Camera,,,,,,
7,Maduravoyal,13,SARAVANAN KUMAR,Independent,Gas cylinder,,,,,,
7,Maduravoyal,14,R. SIVA,Independent,Sitar,,,,,,
7,Maduravoyal,15,M. BALASUBRAMANIAN,Independent,Bangles,,,,,,
7,Maduravoyal,16,S. BENJAMIN MOSES,Independent,Electric pole,,,,,,
7,Maduravoyal,17,PONMUTHU RAMESH,Independent,Stethoscope,,,,,,
7,Maduravoyal,18,N.A. MANI,Independent,Bucket,,,,,,
7,Maduravoyal,19,R. YUVARAJ,Independent,Football player,,,,,,
7,Maduravoyal,20,VIGNESH NANDAGOPAL,Independent,Mixee,,,,,,
7,Maduravoyal,21,M. JAMES,Independent,Cake,,,,,,
8,Ambattur,1,SILAMBARASAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
8,Ambattur,2,DR. J.SAILAS,Bahujan Samaj Party,Elephant,,,,,,
8,Ambattur,3,DR A.P. POORNIMA,Dravida Munnetra Kazhagam,Rising sun,,,,,,
8,Ambattur,4,A.KALYANASUNDARAM,Nationalist Janshakti Party,Sitar,,,,,,
8,Ambattur,5,K.N. SEKAR,Pattali Makkal Katchi,Mango,,,,,,
8,Ambattur,6,BALAMURUGAN.G,Tamilaga Vettri Kazhagam,Whistle,,,,,,
8,Ambattur,7,V. RAMKUMAR,India Suyarajya Party,Diamond,,,,,,
8,Ambattur,8,RAJKUMAR,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
8,Ambattur,9,D. JEYAGANESH,Naam Indiar Party,Spanner,,,,,,
8,Ambattur,10,M.S. ARUMUGAM,Independent,Gas cylinder,,,,,,
8,Ambattur,11,P. ARUMUGAM,Independent,Water tank,,,,,,
8,Ambattur,12,G. SAMPATH,Independent,Bangles,,,,,,
8,Ambattur,13,K. SEKAR,Independent,Air conditioner,,,,,,
8,Ambattur,14,G.P. SEKAR,Independent,Dish antenna,,,,,,
8,Ambattur,15,PALANI,Independent,Batsman,,,,,,
8,Ambattur,16,R.BALAMURUGAN,Independent,CCTV Camera,,,,,,
8,Ambattur,17,DR. S.PRAVEEN,Independent,Television,,,,,,
8,Ambattur,18,D. PUSHPA,Independent,Carrom board,,,,,,
8,Ambattur,19,S. MADHAVAN,Independent,Football player,,,,,,
8,Ambattur,20,D.K.MESHACK KIRUBAKARAN,Independent,Telephone,,,,,,
8,Ambattur,21,VINAYAGAMOORTHY.R,Independent,Ship,,,,,,
8,Ambattur,22,S. JANARTHANAN,Independent,Matchbox,,,,,,
8,Ambattur,23,JOTHI.M,Independent,Balloon,,,,,,
9,Madavaram,1,E.KRITHIKA,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
9,Madavaram,2,S.SUDHARSANAM,Dravida Munnetra Kazhagam,Rising sun,,,,,,
9,Madavaram,3,MADHAVARAM V.MOORTHY,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
9,Madavaram,4,N.JANAKIRAMAN,Bahujan Samaj Party,Elephant,,,,,,
9,Madavaram,5,R.KARTHIKEYAN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
9,Madavaram,6,I.RAFFIK,Naadaalum Makkal Katchi,Pen nib with seven rays,,,,,,
9,Madavaram,7,M.L.VIJAYPRABHU,Tamilaga Vettri Kazhagam,Whistle,,,,,,
9,Madavaram,8,S.SIVAKUMAR,Independent,Chain,,,,,,
9,Madavaram,9,SUDARSANAM,Independent,Diamond,,,,,,
9,Madavaram,10,A.NAGARAJAN,Independent,Peas,,,,,,
9,Madavaram,11,R.S.BALAJI,Independent,Ship,,,,,,
9,Madavaram,12,G.PRABU,Independent,Tooth brush,,,,,,
9,Madavaram,13,A.PONNALAGAN,Independent,Saw,,,,,,
9,Madavaram,14,C.MOORTHY,Independent,Electric pole,,,,,,
9,Madavaram,15,V.MURTHY,Independent,Wallet,,,,,,
10,Thiruvottiyur,1,KUPPAN. K,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
10,Thiruvottiyur,2,SATHYA. B,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
10,Thiruvottiyur,3,SUNDARARAJ. L,Communist Party of India (Marxist),Hammer Sickle and Star,,,,,,
10,Thiruvottiyur,4,MAHENDRA KUMAR. D,Bahujan Samaj Party,Elephant,,,,,,
10,Thiruvottiyur,5,SASIREKHA. M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
10,Thiruvottiyur,6,SENTHIL KUMAR. N,Tamilaga Vettri Kazhagam,Whistle,,,,,,
10,Thiruvottiyur,7,DILLI KUMAR. R,Democratic National Allegiance,Ship,,,,,,
10,Thiruvottiyur,8,VENKATARAMANAN. J,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
10,Thiruvottiyur,9,ARAVIND. R,Independent,Matchbox,,,,,,
10,Thiruvottiyur,10,GOPI. K,Independent,Gramophone,,,,,,
10,Thiruvottiyur,11,THANIKASALAM. B,Independent,Door bell,,,,,,
10,Thiruvottiyur,12,BALARUBAN,Independent,Boat with man and sail,,,,,,
10,Thiruvottiyur,13,MICHAELRAJ. M. A,Independent,Gas cylinder,,,,,,
10,Thiruvottiyur,14,VIJAY. A,Independent,Electric pole,,,,,,
10,Thiruvottiyur,15,JANAGARAJ,Independent,Wool and Needle,,,,,,
11,Dr.Radhakrishnan Nagar,1,R.S.RAAJESH,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
11,Dr.Radhakrishnan Nagar,2,VENNILA.T,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
11,Dr.Radhakrishnan Nagar,3,J. JOHN EBENEZER,Dravida Munnetra Kazhagam,Rising sun,,,,,,
11,Dr.Radhakrishnan Nagar,4,E. RAAMADASAN,Makkal Nalvaazhvuk Katchi,Diamond,,,,,,
11,Dr.Radhakrishnan Nagar,5,D.KARTHIKEYAN,Samata Party,Calculator,,,,,,
11,Dr.Radhakrishnan Nagar,6,CHANDRASEKAR,Tamizhaga Murpokku Makkal Katchi,Matchbox,,,,,,
11,Dr.Radhakrishnan Nagar,7,B.NAVIN,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
11,Dr.Radhakrishnan Nagar,8,N. MARIE WILSON,Tamilaga Vettri Kazhagam,Whistle,,,,,,
11,Dr.Radhakrishnan Nagar,9,A.MOHANRAJ,Socialist Unity Centre Of India (COMMUNIST),Scissors,,,,,,
11,Dr.Radhakrishnan Nagar,10,AMUDHA.N,Independent,Triangle,,,,,,
11,Dr.Radhakrishnan Nagar,11,D. AJITH KUMAR,Independent,Biscuit,,,,,,
11,Dr.Radhakrishnan Nagar,12,S.EMMANUVEL,Independent,Ship,,,,,,
11,Dr.Radhakrishnan Nagar,13,A. USHA,Independent,Baby walker,,,,,,
11,Dr.Radhakrishnan Nagar,14,R.ETHIRAJ,Independent,Grapes,,,,,,
11,Dr.Radhakrishnan Nagar,15,V.SHANKAR,Independent,Bench,,,,,,
11,Dr.Radhakrishnan Nagar,16,M. SATHISH,Independent,Chain,,,,,,
11,Dr.Radhakrishnan Nagar,17,J.SARAVANAKUMAR,Independent,Road roller,,,,,,
11,Dr.Radhakrishnan Nagar,18,L.SARAVANAN,Independent,Laptop,,,,,,
11,Dr.Radhakrishnan Nagar,19,V.SUDHAKAR,Independent,Green chilli,,,,,,
11,Dr.Radhakrishnan Nagar,20,K. SUJITH,Independent,Carpet,,,,,,
11,Dr.Radhakrishnan Nagar,21,R.TAMILARASAN,Independent,Electric pole,,,,,,
11,Dr.Radhakrishnan Nagar,22,TAMILSELVAN,Independent,Sofa,,,,,,
11,Dr.Radhakrishnan Nagar,23,R.DEVAKUMAR,Independent,Coat,,,,,,
11,Dr.Radhakrishnan Nagar,24,D.PRABHU,Independent,Iron,,,,,,
11,Dr.Radhakrishnan Nagar,25,G. BOTHI RAJAN,Independent,Cake,,,,,,
11,Dr.Radhakrishnan Nagar,26,MANIKANDAN.H,Independent,Chimney,,,,,,
11,Dr.Radhakrishnan Nagar,27,G. MADHAN KUMAR,Independent,Box,,,,,,
11,Dr.Radhakrishnan Nagar,28,V. MADHAN MOHAN,Independent,Bat,,,,,,
11,Dr.Radhakrishnan Nagar,29,P. MARIMUTHU,Independent,Mixee,,,,,,
11,Dr.Radhakrishnan Nagar,30,R. MUTHU CHELLA BHARATHI,Independent,Carrom board,,,,,,
11,Dr.Radhakrishnan Nagar,31,K. MURALI,Independent,Pressure cooker,,,,,,
11,Dr.Radhakrishnan Nagar,32,J.MURALI KRISHNAN,Independent,Flute,,,,,,
11,Dr.Radhakrishnan Nagar,33,C. RAJAMANICKAM,Independent,Gas cylinder,,,,,,
11,Dr.Radhakrishnan Nagar,34,J.VIJAYAN,Independent,Coconut farm,,,,,,
11,Dr.Radhakrishnan Nagar,35,A.VIJAY,Independent,Robot,,,,,,
11,Dr.Radhakrishnan Nagar,36,G. VIJAY,Independent,Hand cart,,,,,,
11,Dr.Radhakrishnan Nagar,37,C.JANARTHANAN,Independent,Ring,,,,,,
11,Dr.Radhakrishnan Nagar,38,D. JANARTHANAN,Independent,Mike,,,,,,
12,Perambur,1,R.D. SHEKAR,Dravida Munnetra Kazhagam,Rising sun,,,,,,
12,Perambur,2,S. VETRI THAMIZHAN,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
12,Perambur,3,VETRI VEL SELVAM,Bahujan Samaj Party,Elephant,,,,,,
12,Perambur,4,ASHLIN BELMEN .A.S,Tamilnadu Mahatma Gandhi Makkal Katchi,Diamond,,,,,,
12,Perambur,5,M. GEETA,Thakkam Katchi,Matchbox,,,,,,
12,Perambur,6,DR.R. SARAVANA PERUMAL,Makkal Nalvaazhvuk Katchi,Bucket,,,,,,
12,Perambur,7,SIVAKUMAR.V,Tamil Telugu National Party,Scissors,,,,,,
12,Perambur,8,S. SURESHKUMAR,Makkalatchi Katchi,Telephone,,,,,,
12,Perambur,9,J. SEBASTIN,Socialist Unity Centre Of India (COMMUNIST),Gas cylinder,,,,,,
12,Perambur,10,M. THILAGABAMA,Pattali Makkal Katchi,Mango,,,,,,
12,Perambur,11,K.M. DEVAN,Makkal Murasu Katchi,Computer,,,,,,
12,Perambur,12,S. MALATHI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
12,Perambur,13,A. RAJARAM,Republican Party of India (Athawale),Ganna kisan,,,,,,
12,Perambur,14,VIJAY,All India Jananayaka Makkal Kazhagam,Road roller,,,,,,
12,Perambur,15,D.V. VENUGOPAL,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
12,Perambur,16,C. JOSEPH VIJAY,Tamilaga Vettri Kazhagam,Whistle,,,,,,
12,Perambur,17,AGNI AALVAR,Independent,Pressure cooker,,,,,,
12,Perambur,18,AMALA.R,Independent,Walking stick,,,,,,
12,Perambur,19,AZARUTHEEN.M,Independent,Battery Torch,,,,,,
12,Perambur,20,P. ESAKKI MUTHU,Independent,Table,,,,,,
12,Perambur,21,E. UDHAYA KUMAR,Independent,Letter box,,,,,,
12,Perambur,22,M. KADHIRAVAN,Independent,Trumpet,,,,,,
12,Perambur,23,P. GUNASEKAR,Independent,Can,,,,,,
12,Perambur,24,B. SATHISH KUMAR,Independent,Box,,,,,,
12,Perambur,25,SATHISH.B,Independent,Robot,,,,,,
12,Perambur,26,P. THANGAMANI,Independent,Binoculars,,,,,,
12,Perambur,27,M. TAMILSELVAM,Independent,Bicycle pump,,,,,,
12,Perambur,28,H. DHANASEKAR,Independent,Ship,,,,,,
12,Perambur,29,M.I. THAHIRA BANU,Independent,Grapes,,,,,,
12,Perambur,30,NIVETHA,Independent,Ring,,,,,,
12,Perambur,31,B. BALAJI,Independent,Jackfruit,,,,,,
12,Perambur,32,P. PONRAJ,Independent,Cutting pliers,,,,,,
12,Perambur,33,BOWDHARAJ,Independent,Mike,,,,,,
12,Perambur,34,DR.D. MADAN,Independent,Stethoscope,,,,,,
12,Perambur,35,DR.G. MOORTHY,Independent,CCTV Camera,,,,,,
12,Perambur,36,S. MICHAEL,Independent,Bat,,,,,,
12,Perambur,37,S. RAMESH,Independent,Biscuit,,,,,,
12,Perambur,38,V. RAJI,Independent,Tea filter,,,,,,
12,Perambur,39,S. RAJESH KUMAR,Independent,Balloon,,,,,,
12,Perambur,40,REEGAN PRABHU,Independent,Batsman,,,,,,
12,Perambur,41,G. RUTHRA KUMAR,Independent,Pen nib with seven rays,,,,,,
12,Perambur,42,VIJAY. G,Independent,Gramophone,,,,,,
12,Perambur,43,S. VISHNU VARTHAN,Independent,Pillow,,,,,,
12,Perambur,44,B. VENKATESAN,Independent,Coconut farm,,,,,,
12,Perambur,45,R. JAYASEELAN,Independent,Helmet,,,,,,
12,Perambur,46,S. JOSEPH,Independent,Pen drive,,,,,,
12,Perambur,47,M. JOSEPH,Independent,Noodles bowl,,,,,,
13,Kolathur,1,P. SANTHANA KRISHNAN,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
13,Kolathur,2,SUBASHINI,Bahujan Samaj Party,Elephant,,,,,,
13,Kolathur,3,SOUNDARA PANDIAN LUDER SETH,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
13,Kolathur,4,M. K. STALIN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
13,Kolathur,5,AATHITHYA,Samata Party,Bangles,,,,,,
13,Kolathur,6,E. RAAMADASAN,Makkal Nalvaazhvuk Katchi,Gas cylinder,,,,,,
13,Kolathur,7,OORMILA,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
13,Kolathur,8,K. ELUMALAI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Pestle and mortar,,,,,,
13,Kolathur,9,SIVAGNANASAM,Desiya Makkal Sakthi Katchi,Balloon,,,,,,
13,Kolathur,10,S.Y. SYED YUSUF,Republican Party of India (Athawale),Ganna kisan,,,,,,
13,Kolathur,11,V. S. BABU,Tamilaga Vettri Kazhagam,Whistle,,,,,,
13,Kolathur,12,ARUL DOSS. A.,Independent,Table,,,,,,
13,Kolathur,13,KAJA MAIDEEN,Independent,Hand cart,,,,,,
13,Kolathur,14,V. A. SUDHAKAR,Independent,Ship,,,,,,
13,Kolathur,15,M. SURESH,Independent,Mike,,,,,,
13,Kolathur,16,J. SURIYA MUTHU,Independent,Iron,,,,,,
13,Kolathur,17,R. SENTHIL KUMAR,Independent,Diamond,,,,,,
13,Kolathur,18,SELVI STEFFI. V. M,Independent,Boat with man and sail,,,,,,
13,Kolathur,19,NANDA KUMAR,Independent,Helmet,,,,,,
13,Kolathur,20,A. L. NARESH KUMAR,Independent,Matchbox,,,,,,
13,Kolathur,21,V. NARESH BABU,Independent,Bat,,,,,,
13,Kolathur,22,K. PANNEER SELVAM,Independent,Ring,,,,,,
13,Kolathur,23,S. BALACHANDAR,Independent,Electric pole,,,,,,
13,Kolathur,24,R. BALAJI,Independent,Carrom board,,,,,,
13,Kolathur,25,M. POORNIMA,Independent,CCTV Camera,,,,,,
13,Kolathur,26,R. MAHESH,Independent,Road roller,,,,,,
13,Kolathur,27,P. MILANY,Independent,Bucket,,,,,,
13,Kolathur,28,R. RAVIKUMAR,Independent,Football player,,,,,,
13,Kolathur,29,R. RAJ GURU,Independent,Pen nib with seven rays,,,,,,
13,Kolathur,30,RAJA. G.,Independent,Gas Stove,,,,,,
13,Kolathur,31,A. RAJI,Independent,Walking stick,,,,,,
13,Kolathur,32,M. RAJESHKUMAR,Independent,Door bell,,,,,,
13,Kolathur,33,VIGIRDHAN,Independent,Flute,,,,,,
13,Kolathur,34,FARMER JAYARAMAN. S K J.,Independent,Chappals,,,,,,
13,Kolathur,35,S. SHARAN,Independent,Computer,,,,,,
14,Villivakkam,1,KARTHIK MOHAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
14,Villivakkam,2,ROSHINI S,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
14,Villivakkam,3,VIJAYAKUMAR  S.R,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
14,Villivakkam,4,ABDUL SHABEEK  A,Tamizhaga Vaazhvurimai Katchi,Camera,,,,,,
14,Villivakkam,5,AJITHKUMAR A,Thakkam Katchi,Matchbox,,,,,,
14,Villivakkam,6,AADHAV ARJUNA,Tamilaga Vettri Kazhagam,Whistle,,,,,,
14,Villivakkam,7,ASHOK KUMAR C.A,Independent,Gas cylinder,,,,,,
14,Villivakkam,8,ANBAZHAGAN G,Independent,Tooth brush,,,,,,
14,Villivakkam,9,KANNAN M,Independent,Batsman,,,,,,
14,Villivakkam,10,KANDASAMY S,Independent,Coconut farm,,,,,,
14,Villivakkam,11,KARTHICK S,Independent,Gift pack,,,,,,
14,Villivakkam,12,KARTHICK P,Independent,Binoculars,,,,,,
14,Villivakkam,13,SHANMUGA D,Independent,Pen nib with seven rays,,,,,,
14,Villivakkam,14,CHARAVANAN M.P,Independent,Letter box,,,,,,
14,Villivakkam,15,SOLOMON  J.R,Independent,Pressure cooker,,,,,,
14,Villivakkam,16,SUBRAMANI K,Independent,Table,,,,,,
14,Villivakkam,17,DHAYANIDHI D,Independent,Electric pole,,,,,,
14,Villivakkam,18,DEVARAJAN G,Independent,CCTV Camera,,,,,,
14,Villivakkam,19,BALAMURALI G,Independent,Bat,,,,,,
14,Villivakkam,20,PURUSHOTHAMAN P,Independent,Bucket,,,,,,
14,Villivakkam,21,MANIMARAN P,Independent,Balloon,,,,,,
14,Villivakkam,22,MURALI R,Independent,Air conditioner,,,,,,
14,Villivakkam,23,MURALI VINODH  M,Independent,Almirah,,,,,,
14,Villivakkam,24,YUVARAJ S,Independent,Bricks,,,,,,
14,Villivakkam,25,RAJI M,Independent,Box,,,,,,
14,Villivakkam,26,VIJAYAKUMAR G,Independent,Battery Torch,,,,,,
14,Villivakkam,27,VIJAYAKUMAR  D,Independent,Brush,,,,,,
14,Villivakkam,28,JAYA ZEBA C,Independent,Diamond,,,,,,
15,Thiru-Vi-Ka-Nagar,1,K. S. RAVICHANDRAN,Dravida Munnetra Kazhagam,Rising sun,,,,,,
15,Thiru-Vi-Ka-Nagar,2,PORKODI ARMSTRONG,All India Anna Dravida Munnetra Kazhagam,Two leaves,,,,,,
15,Thiru-Vi-Ka-Nagar,3,JAGADESH CHANDER .M,Naam Tamilar Katchi,Farmer Carrying Plough,,,,,,
15,Thiru-Vi-Ka-Nagar,4,C. CHRISTY,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Coconut farm,,,,,,
15,Thiru-Vi-Ka-Nagar,5,A. SELVA KUMAR,Thakkam Katchi,Matchbox,,,,,,
15,Thiru-Vi-Ka-Nagar,6,M. R. PALLAVI,Tamilaga Vettri Kazhagam,Whistle,,,,,,
